00c0;A;latin capital letter a with grave
00c1;A;latin capital letter a with acute
00c2;A;latin capital letter a with circumflex
00c3;A;latin capital letter a with tilde
00c4;A;latin capital letter a with diaeresis
00c5;A;latin capital letter a with ring above
00c6;AE;latin capital letter ae
00c7;C;latin capital letter c with cedilla
00c8;E;latin capital letter e with grave
00c9;E;latin capital letter e with acute
00ca;E;latin capital letter e with circumflex
00cb;E;latin capital letter e with diaeresis
00cc;I;latin capital letter i with grave
00cd;I;latin capital letter i with acute
00ce;I;latin capital letter i with circumflex
00cf;I;latin capital letter i with diaeresis
00d0;D;latin capital letter eth
00d1;N;latin capital letter n with tilde
00d2;O;latin capital letter o with grave
00d3;O;latin capital letter o with acute
00d4;O;latin capital letter o with circumflex
00d5;O;latin capital letter o with tilde
00d6;O;latin capital letter o with diaeresis
00d8;O;latin capital letter o with stroke
00d9;U;latin capital letter u with grave
00da;U;latin capital letter u with acute
00db;U;latin capital letter u with circumflex
00dc;U;latin capital letter u with diaeresis
00dd;Y;latin capital letter y with acute
00de;Th;latin capital letter thorn
00df;s;latin small letter sharp s
00e0;a;latin small letter a with grave
00e1;a;latin small letter a with acute
00e2;a;latin small letter a with circumflex
00e3;a;latin small letter a with tilde
00e4;a;latin small letter a with diaeresis
00e5;a;latin small letter a with ring above
00e6;ae;latin small letter ae
00e7;c;latin small letter c with cedilla
00e8;e;latin small letter e with grave
00e9;e;latin small letter e with acute
00ea;e;latin small letter e with circumflex
00eb;e;latin small letter e with diaeresis
00ec;i;latin small letter i with grave
00ed;i;latin small letter i with acute
00ee;i;latin small letter i with circumflex
00ef;i;latin small letter i with diaeresis
00f0;d;latin small letter eth
00f1;n;latin small letter n with tilde
00f2;o;latin small letter o with grave
00f3;o;latin small letter o with acute
00f4;o;latin small letter o with circumflex
00f5;o;latin small letter o with tilde
00f6;o;latin small letter o with diaeresis
00f8;o;latin small letter o with stroke
00f9;u;latin small letter u with grave
00fa;u;latin small letter u with acute
00fb;u;latin small letter u with circumflex
00fc;u;latin small letter u with diaeresis
00fd;y;latin small letter y with acute
00fe;th;latin small letter thorn
00ff;y;latin small letter y with diaeresis
0100;A;latin capital letter a with macron
0101;a;latin small letter a with macron
0102;A;latin capital letter a with breve
0103;a;latin small letter a with breve
0104;A;latin capital letter a with ogonek
0105;a;latin small letter a with ogonek
0106;C;latin capital letter c with acute
0107;c;latin small letter c with acute
0108;C;latin capital letter c with circumflex
0109;c;latin small letter c with circumflex
010a;C;latin capital letter c with dot above
010b;c;latin small letter c with dot above
010c;C;latin capital letter c with caron
010d;c;latin small letter c with caron
010e;D;latin capital letter d with caron
010f;d;latin small letter d with caron
0110;D;latin capital letter d with stroke
0111;d;latin small letter d with stroke
0112;E;latin capital letter e with macron
0113;e;latin small letter e with macron
0114;E;latin capital letter e with breve
0115;e;latin small letter e with breve
0116;E;latin capital letter e with dot above
0117;e;latin small letter e with dot above
0118;E;latin capital letter e with ogonek
0119;e;latin small letter e with ogonek
011a;E;latin capital letter e with caron
011b;e;latin small letter e with caron
011c;G;latin capital letter g with circumflex
011d;g;latin small letter g with circumflex
011e;G;latin capital letter g with breve
011f;g;latin small letter g with breve
0120;G;latin capital letter g with dot above
0121;g;latin small letter g with dot above
0122;G;latin capital letter g with cedilla
0123;g;latin small letter g with cedilla
0124;H;latin capital letter h with circumflex
0125;h;latin small letter h with circumflex
0126;H;latin capital letter h with stroke
0127;h;latin small letter h with stroke
0128;I;latin capital letter i with tilde
0129;i;latin small letter i with tilde
012a;I;latin capital letter i with macron
012b;i;latin small letter i with macron
012c;I;latin capital letter i with breve
012d;i;latin small letter i with breve
012e;I;latin capital letter i with ogonek
012f;i;latin small letter i with ogonek
0130;I;latin capital letter i with dot above
0131;i;latin small letter dotless i
0132;IJ;latin capital ligature ij
0133;ij;latin small ligature ij
0134;J;latin capital letter j with circumflex
0135;j;latin small letter j with circumflex
0136;K;latin capital letter k with cedilla
0137;k;latin small letter k with cedilla
0138;q;latin small letter kra
0139;L;latin capital letter l with acute
013a;l;latin small letter l with acute
013b;L;latin capital letter l with cedilla
013c;l;latin small letter l with cedilla
013d;L;latin capital letter l with caron
013e;l;latin small letter l with caron
013f;L;latin capital letter l with middle dot
0140;l;latin small letter l with middle dot
0141;L;latin capital letter l with stroke
0142;l;latin small letter l with stroke
0143;N;latin capital letter n with acute
0144;n;latin small letter n with acute
0145;N;latin capital letter n with cedilla
0146;n;latin small letter n with cedilla
0147;N;latin capital letter n with caron
0148;n;latin small letter n with caron
0149;n;latin small letter n preceded by apostrophe
014a;NG;latin capital letter eng
014b;ng;latin small letter eng
014c;O;latin capital letter o with macron
014d;o;latin small letter o with macron
014e;O;latin capital letter o with breve
014f;o;latin small letter o with breve
0150;O;latin capital letter o with double acute
0151;o;latin small letter o with double acute
0152;OE;latin capital ligature oe
0153;oe;latin small ligature oe
0154;R;latin capital letter r with acute
0155;r;latin small letter r with acute
0156;R;latin capital letter r with cedilla
0157;r;latin small letter r with cedilla
0158;R;latin capital letter r with caron
0159;r;latin small letter r with caron
015a;S;latin capital letter s with acute
015b;s;latin small letter s with acute
015c;S;latin capital letter s with circumflex
015d;s;latin small letter s with circumflex
015e;S;latin capital letter s with cedilla
015f;s;latin small letter s with cedilla
0160;S;latin capital letter s with caron
0161;s;latin small letter s with caron
0162;T;latin capital letter t with cedilla
0163;t;latin small letter t with cedilla
0164;T;latin capital letter t with caron
0165;t;latin small letter t with caron
0166;T;latin capital letter t with stroke
0167;t;latin small letter t with stroke
0168;U;latin capital letter u with tilde
0169;u;latin small letter u with tilde
016a;U;latin capital letter u with macron
016b;u;latin small letter u with macron
016c;U;latin capital letter u with breve
016d;u;latin small letter u with breve
016e;U;latin capital letter u with ring above
016f;u;latin small letter u with ring above
0170;U;latin capital letter u with double acute
0171;u;latin small letter u with double acute
0172;U;latin capital letter u with ogonek
0173;u;latin small letter u with ogonek
0174;W;latin capital letter w with circumflex
0175;w;latin small letter w with circumflex
0176;Y;latin capital letter y with circumflex
0177;y;latin small letter y with circumflex
0178;Y;latin capital letter y with diaeresis
0179;Z;latin capital letter z with acute
017a;z;latin small letter z with acute
017b;Z;latin capital letter z with dot above
017c;z;latin small letter z with dot above
017d;Z;latin capital letter z with caron
017e;z;latin small letter z with caron
017f;s;latin small letter long s
0180;b;latin small letter b with stroke
0181;B;latin capital letter b with hook
0182;B;latin capital letter b with topbar
0183;b;latin small letter b with topbar
0184;H;latin capital letter tone six
0185;h;latin small letter tone six
0186;O;latin capital letter open o
0187;C;latin capital letter c with hook
0188;c;latin small letter c with hook
0189;D;latin capital letter african d
018a;D;latin capital letter d with hook
018b;D;latin capital letter d with topbar
018c;d;latin small letter d with topbar
018d;d;latin small letter turned delta
018e;E;latin capital letter reversed e
018f;AE;latin capital letter schwa
0190;E;latin capital letter open e
0191;F;latin capital letter f with hook
0192;f;latin small letter f with hook
0193;G;latin capital letter g with hook
0194;G;latin capital letter gamma
0195;hv;latin small letter hv
0196;I;latin capital letter iota
0197;I;latin capital letter i with stroke
0198;K;latin capital letter k with hook
0199;k;latin small letter k with hook
019a;l;latin small letter l with bar
019b;l;latin small letter lambda with stroke
019c;M;latin capital letter turned m
019d;N;latin capital letter n with left hook
019e;n;latin small letter n with long right leg
019f;O;latin capital letter o with middle tilde
01a0;O;latin capital letter o with horn
01a1;o;latin small letter o with horn
01a2;OI;latin capital letter oi
01a3;oi;latin small letter oi
01a4;P;latin capital letter p with hook
01a5;p;latin small letter p with hook
01a6;yr;latin letter yr
01a7;S;latin capital letter tone two
01a8;s;latin small letter tone two
01a9;SH;latin capital letter esh
01aa;sh;latin letter reversed esh loop
01ab;t;latin small letter t with palatal hook
01ac;T;latin capital letter t with hook
01ad;t;latin small letter t with hook
01ae;T;latin capital letter t with retroflex hook
01af;U;latin capital letter u with horn
01b0;u;latin small letter u with horn
01b1;U;latin capital letter upsilon
01b2;V;latin capital letter v with hook
01b3;Y;latin capital letter y with hook
01b4;y;latin small letter y with hook
01b5;Z;latin capital letter z with stroke
01b6;z;latin small letter z with stroke
01b7;S;latin capital letter ezh
01b8;s;latin capital letter ezh reversed
01b9;s;latin small letter ezh reversed
01ba;s;latin small letter ezh with tail
01bb;2;latin letter two with stroke
01bc;Q;latin capital letter tone five
01bd;q;latin small letter tone five
01be;?;latin letter inverted glottal stop with stroke
01bf;w;latin letter wynn
01c4;DZ;latin capital letter dz with caron
01c5;D;latin capital letter d with small letter z with caron
01c6;dz;latin small letter dz with caron
01c7;LJ;latin capital letter lj
01c8;L;latin capital letter l with small letter j
01c9;lj;latin small letter lj
01ca;NJ;latin capital letter nj
01cb;N;latin capital letter n with small letter j
01cc;nj;latin small letter nj
01cd;A;latin capital letter a with caron
01ce;a;latin small letter a with caron
01cf;I;latin capital letter i with caron
01d0;i;latin small letter i with caron
01d1;O;latin capital letter o with caron
01d2;o;latin small letter o with caron
01d3;U;latin capital letter u with caron
01d4;u;latin small letter u with caron
01d5;U;latin capital letter u with diaeresis and macron
01d6;u;latin small letter u with diaeresis and macron
01d7;U;latin capital letter u with diaeresis and acute
01d8;u;latin small letter u with diaeresis and acute
01d9;U;latin capital letter u with diaeresis and caron
01da;u;latin small letter u with diaeresis and caron
01db;U;latin capital letter u with diaeresis and grave
01dc;u;latin small letter u with diaeresis and grave
01dd;e;latin small letter turned e
01de;A;latin capital letter a with diaeresis and macron
01df;a;latin small letter a with diaeresis and macron
01e0;A;latin capital letter a with dot above and macron
01e1;a;latin small letter a with dot above and macron
01e2;AE;latin capital letter ae with macron
01e3;ae;latin small letter ae with macron
01e4;G;latin capital letter g with stroke
01e5;g;latin small letter g with stroke
01e6;G;latin capital letter g with caron
01e7;g;latin small letter g with caron
01e8;K;latin capital letter k with caron
01e9;k;latin small letter k with caron
01ea;O;latin capital letter o with ogonek
01eb;o;latin small letter o with ogonek
01ec;O;latin capital letter o with ogonek and macron
01ed;o;latin small letter o with ogonek and macron
01ee;S;latin capital letter ezh with caron
01ef;s;latin small letter ezh with caron
01f0;j;latin small letter j with caron
01f1;DZ;latin capital letter dz
01f2;D;latin capital letter d with small letter z
01f3;dz;latin small letter dz
01f4;G;latin capital letter g with acute
01f5;g;latin small letter g with acute
01f6;WH;latin capital letter hwair
01f7;W;latin capital letter wynn
01f8;N;latin capital letter n with grave
01f9;n;latin small letter n with grave
01fa;A;latin capital letter a with ring above and acute
01fb;a;latin small letter a with ring above and acute
01fc;AE;latin capital letter ae with acute
01fd;ae;latin small letter ae with acute
01fe;O;latin capital letter o with stroke and acute
01ff;o;latin small letter o with stroke and acute
0200;A;latin capital letter a with double grave
0201;a;latin small letter a with double grave
0202;A;latin capital letter a with inverted breve
0203;a;latin small letter a with inverted breve
0204;E;latin capital letter e with double grave
0205;e;latin small letter e with double grave
0206;E;latin capital letter e with inverted breve
0207;e;latin small letter e with inverted breve
0208;I;latin capital letter i with double grave
0209;i;latin small letter i with double grave
020a;I;latin capital letter i with inverted breve
020b;i;latin small letter i with inverted breve
020c;O;latin capital letter o with double grave
020d;o;latin small letter o with double grave
020e;O;latin capital letter o with inverted breve
020f;o;latin small letter o with inverted breve
0210;R;latin capital letter r with double grave
0211;r;latin small letter r with double grave
0212;R;latin capital letter r with inverted breve
0213;r;latin small letter r with inverted breve
0214;U;latin capital letter u with double grave
0215;u;latin small letter u with double grave
0216;U;latin capital letter u with inverted breve
0217;u;latin small letter u with inverted breve
0218;S;latin capital letter s with comma below
0219;s;latin small letter s with comma below
021a;T;latin capital letter t with comma below
021b;t;latin small letter t with comma below
021c;GH;latin capital letter yogh
021d;gh;latin small letter yogh
021e;H;latin capital letter h with caron
021f;h;latin small letter h with caron
0220;N;latin capital letter n with long right leg
0221;d;latin small letter d with curl
0222;OU;latin capital letter ou
0223;ou;latin small letter ou
0224;Z;latin capital letter z with hook
0225;z;latin small letter z with hook
0226;A;latin capital letter a with dot above
0227;a;latin small letter a with dot above
0228;E;latin capital letter e with cedilla
0229;e;latin small letter e with cedilla
022a;O;latin capital letter o with diaeresis and macron
022b;o;latin small letter o with diaeresis and macron
022c;O;latin capital letter o with tilde and macron
022d;o;latin small letter o with tilde and macron
022e;O;latin capital letter o with dot above
022f;o;latin small letter o with dot above
0230;O;latin capital letter o with dot above and macron
0231;o;latin small letter o with dot above and macron
0232;Y;latin capital letter y with macron
0233;y;latin small letter y with macron
0234;l;latin small letter l with curl
0235;n;latin small letter n with curl
0236;t;latin small letter t with curl
0237;j;latin small letter dotless j
0238;db;latin small letter db digraph
0239;qp;latin small letter qp digraph
023a;A;latin capital letter a with stroke
023b;C;latin capital letter c with stroke
023c;c;latin small letter c with stroke
023d;L;latin capital letter l with bar
023e;T;latin capital letter t with diagonal stroke
023f;s;latin small letter s with swash tail
0240;z;latin small letter z with swash tail
0241;?;latin capital letter glottal stop
0242;?;latin small letter glottal stop
0243;B;latin capital letter b with stroke
0244;U;latin capital letter u bar
0245;V;latin capital letter turned v
0246;E;latin capital letter e with stroke
0247;e;latin small letter e with stroke
0248;J;latin capital letter j with stroke
0249;j;latin small letter j with stroke
024a;Q;latin capital letter small q with hook tail
024b;q;latin small letter q with hook tail
024c;R;latin capital letter r with stroke
024d;r;latin small letter r with stroke
024e;Y;latin capital letter y with stroke
024f;y;latin small letter y with stroke
0250;a;latin small letter turned a
0251;a;latin small letter alpha
0252;a;latin small letter turned alpha
0253;b;latin small letter b with hook
0254;o;latin small letter open o
0255;c;latin small letter c with curl
0256;d;latin small letter d with tail
0257;d;latin small letter d with hook
0258;e;latin small letter reversed e
0259;ae;latin small letter schwa
025a;ae;latin small letter schwa with hook
025b;e;latin small letter open e
025c;e;latin small letter reversed open e
025d;e;latin small letter reversed open e with hook
025e;e;latin small letter closed reversed open e
025f;j;latin small letter dotless j with stroke
0260;g;latin small letter g with hook
0261;g;latin small letter script g
0262;G;latin letter small capital g
0263;g;latin small letter gamma
0265;h;latin small letter turned h
0266;h;latin small letter h with hook
0267;h;latin small letter heng with hook
0268;i;latin small letter i with stroke
0269;i;latin small letter iota
026a;I;latin letter small capital i
026b;l;latin small letter l with middle tilde
026c;l;latin small letter l with belt
026d;l;latin small letter l with retroflex hook
026f;m;latin small letter turned m
0270;m;latin small letter turned m with long leg
0271;m;latin small letter m with hook
0272;n;latin small letter n with left hook
0273;n;latin small letter n with retroflex hook
0274;N;latin letter small capital n
0275;o;latin small letter barred o
0276;OE;latin letter small capital oe
0277;o;latin small letter closed omega
0278;f;latin small letter phi
0279;r;latin small letter turned r
027a;r;latin small letter turned r with long leg
027b;r;latin small letter turned r with hook
027c;r;latin small letter r with long leg
027d;r;latin small letter r with tail
027e;r;latin small letter r with fishhook
027f;r;latin small letter reversed r with fishhook
0280;R;latin letter small capital r
0281;R;latin letter small capital inverted r
0282;s;latin small letter s with hook
0283;sh;latin small letter esh
0284;j;latin small letter dotless j with stroke and hook
0285;sh;latin small letter squat reversed esh
0286;sh;latin small letter esh with curl
0287;t;latin small letter turned t
0288;t;latin small letter t with retroflex hook
0289;u;latin small letter u bar
028a;u;latin small letter upsilon
028b;v;latin small letter v with hook
028c;v;latin small letter turned v
028d;w;latin small letter turned w
028e;y;latin small letter turned y
028f;Y;latin letter small capital y
0290;z;latin small letter z with retroflex hook
0291;z;latin small letter z with curl
0292;s;latin small letter ezh
0293;s;latin small letter ezh with curl
0294;?;latin letter glottal stop
0296;?;latin letter inverted glottal stop
0297;c;latin letter stretched c
0299;B;latin letter small capital b
029a;e;latin small letter closed open e
029b;G;latin letter small capital g with hook
029c;H;latin letter small capital h
029d;j;latin small letter j with crossed-tail
029e;k;latin small letter turned k
029f;L;latin letter small capital l
02a0;q;latin small letter q with hook
02a1;?;latin letter glottal stop with stroke
02a2;?;latin letter reversed glottal stop with stroke
02a3;dz;latin small letter dz digraph
02a4;dz;latin small letter dezh digraph
02a5;dz;latin small letter dz digraph with curl
02a6;ts;latin small letter ts digraph
02a7;tsh;latin small letter tesh digraph
02a8;tc;latin small letter tc digraph with curl
02a9;fng;latin small letter feng digraph
02aa;ls;latin small letter ls digraph
02ab;lz;latin small letter lz digraph
02ae;h;latin small letter turned h with fishhook
02af;h;latin small letter turned h with fishhook and tail
0363;a;combining latin small letter a
0364;e;combining latin small letter e
0365;i;combining latin small letter i
0366;o;combining latin small letter o
0367;u;combining latin small letter u
0368;c;combining latin small letter c
0369;d;combining latin small letter d
036a;h;combining latin small letter h
036b;m;combining latin small letter m
036c;r;combining latin small letter r
036d;t;combining latin small letter t
036e;v;combining latin small letter v
036f;x;combining latin small letter x
1d00;A;latin letter small capital a
1d01;AE;latin letter small capital ae
1d02;ae;latin small letter turned ae
1d03;B;latin letter small capital barred b
1d04;C;latin letter small capital c
1d05;D;latin letter small capital d
1d06;d;latin letter small capital eth
1d07;E;latin letter small capital e
1d08;e;latin small letter turned open e
1d09;i;latin small letter turned i
1d0a;J;latin letter small capital j
1d0b;K;latin letter small capital k
1d0c;L;latin letter small capital l with stroke
1d0d;M;latin letter small capital m
1d0e;N;latin letter small capital reversed n
1d0f;O;latin letter small capital o
1d10;O;latin letter small capital open o
1d11;o;latin small letter sideways o
1d12;o;latin small letter sideways open o
1d13;o;latin small letter sideways o with stroke
1d14;oe;latin small letter turned oe
1d15;OU;latin letter small capital ou
1d16;o;latin small letter top half o
1d17;o;latin small letter bottom half o
1d18;P;latin letter small capital p
1d19;R;latin letter small capital reversed r
1d1a;R;latin letter small capital turned r
1d1b;T;latin letter small capital t
1d1c;U;latin letter small capital u
1d1d;u;latin small letter sideways u
1d1e;u;latin small letter sideways diaeresized u
1d1f;m;latin small letter sideways turned m
1d20;V;latin letter small capital v
1d21;W;latin letter small capital w
1d22;Z;latin letter small capital z
1d23;s;latin letter small capital ezh
1d25;';latin letter ain
1d62;i;latin subscript small letter i
1d63;r;latin subscript small letter r
1d64;u;latin subscript small letter u
1d65;v;latin subscript small letter v
1d6b;ue;latin small letter ue
1d6c;b;latin small letter b with middle tilde
1d6d;d;latin small letter d with middle tilde
1d6e;f;latin small letter f with middle tilde
1d6f;m;latin small letter m with middle tilde
1d70;n;latin small letter n with middle tilde
1d71;p;latin small letter p with middle tilde
1d72;r;latin small letter r with middle tilde
1d73;r;latin small letter r with fishhook and middle tilde
1d74;s;latin small letter s with middle tilde
1d75;t;latin small letter t with middle tilde
1d76;z;latin small letter z with middle tilde
1d77;g;latin small letter turned g
1d79;g;latin small letter insular g
1d7a;th;latin small letter th with strikethrough
1d7b;I;latin small capital letter i with stroke
1d7c;i;latin small letter iota with stroke
1d7d;p;latin small letter p with stroke
1d7e;U;latin small capital letter u with stroke
1d7f;u;latin small letter upsilon with stroke
1d80;b;latin small letter b with palatal hook
1d81;d;latin small letter d with palatal hook
1d82;f;latin small letter f with palatal hook
1d83;g;latin small letter g with palatal hook
1d84;k;latin small letter k with palatal hook
1d85;l;latin small letter l with palatal hook
1d86;m;latin small letter m with palatal hook
1d87;n;latin small letter n with palatal hook
1d88;p;latin small letter p with palatal hook
1d89;r;latin small letter r with palatal hook
1d8a;s;latin small letter s with palatal hook
1d8b;sh;latin small letter esh with palatal hook
1d8c;v;latin small letter v with palatal hook
1d8d;x;latin small letter x with palatal hook
1d8e;z;latin small letter z with palatal hook
1d8f;a;latin small letter a with retroflex hook
1d90;a;latin small letter alpha with retroflex hook
1d91;d;latin small letter d with hook and tail
1d92;e;latin small letter e with retroflex hook
1d93;e;latin small letter open e with retroflex hook
1d94;e;latin small letter reversed open e with retroflex hook
1d95;ae;latin small letter schwa with retroflex hook
1d96;i;latin small letter i with retroflex hook
1d97;o;latin small letter open o with retroflex hook
1d98;sh;latin small letter esh with retroflex hook
1d99;u;latin small letter u with retroflex hook
1d9a;s;latin small letter ezh with retroflex hook
1dca;r;combining latin small letter r below
1dd3;a;combining latin small letter flattened open a above
1dd4;ae;combining latin small letter ae
1dd5;ao;combining latin small letter ao
1dd6;av;combining latin small letter av
1dd7;c;combining latin small letter c cedilla
1dd8;d;combining latin small letter insular d
1dd9;d;combining latin small letter eth
1dda;g;combining latin small letter g
1ddb;G;combining latin letter small capital g
1ddc;k;combining latin small letter k
1ddd;l;combining latin small letter l
1dde;L;combining latin letter small capital l
1ddf;M;combining latin letter small capital m
1de0;n;combining latin small letter n
1de1;N;combining latin letter small capital n
1de2;R;combining latin letter small capital r
1de3;r;combining latin small letter r rotunda
1de4;s;combining latin small letter s
1de5;s;combining latin small letter long s
1de6;z;combining latin small letter z
1de7;a;combining latin small letter alpha
1de8;b;combining latin small letter b
1de9;b;combining latin small letter beta
1dea;ae;combining latin small letter schwa
1deb;f;combining latin small letter f
1dec;l;combining latin small letter l with double middle tilde
1ded;o;combining latin small letter o with light centralization stroke
1dee;p;combining latin small letter p
1def;sh;combining latin small letter esh
1df0;u;combining latin small letter u with light centralization stroke
1df1;w;combining latin small letter w
1df2;a;combining latin small letter a with diaeresis
1df3;o;combining latin small letter o with diaeresis
1df4;u;combining latin small letter u with diaeresis
1e00;A;latin capital letter a with ring below
1e01;a;latin small letter a with ring below
1e02;B;latin capital letter b with dot above
1e03;b;latin small letter b with dot above
1e04;B;latin capital letter b with dot below
1e05;b;latin small letter b with dot below
1e06;B;latin capital letter b with line below
1e07;b;latin small letter b with line below
1e08;C;latin capital letter c with cedilla and acute
1e09;c;latin small letter c with cedilla and acute
1e0a;D;latin capital letter d with dot above
1e0b;d;latin small letter d with dot above
1e0c;D;latin capital letter d with dot below
1e0d;d;latin small letter d with dot below
1e0e;D;latin capital letter d with line below
1e0f;d;latin small letter d with line below
1e10;D;latin capital letter d with cedilla
1e11;d;latin small letter d with cedilla
1e12;D;latin capital letter d with circumflex below
1e13;d;latin small letter d with circumflex below
1e14;E;latin capital letter e with macron and grave
1e15;e;latin small letter e with macron and grave
1e16;E;latin capital letter e with macron and acute
1e17;e;latin small letter e with macron and acute
1e18;E;latin capital letter e with circumflex below
1e19;e;latin small letter e with circumflex below
1e1a;E;latin capital letter e with tilde below
1e1b;e;latin small letter e with tilde below
1e1c;E;latin capital letter e with cedilla and breve
1e1d;e;latin small letter e with cedilla and breve
1e1e;F;latin capital letter f with dot above
1e1f;f;latin small letter f with dot above
1e20;G;latin capital letter g with macron
1e21;g;latin small letter g with macron
1e22;H;latin capital letter h with dot above
1e23;h;latin small letter h with dot above
1e24;H;latin capital letter h with dot below
1e25;h;latin small letter h with dot below
1e26;H;latin capital letter h with diaeresis
1e27;h;latin small letter h with diaeresis
1e28;H;latin capital letter h with cedilla
1e29;h;latin small letter h with cedilla
1e2a;H;latin capital letter h with breve below
1e2b;h;latin small letter h with breve below
1e2c;I;latin capital letter i with tilde below
1e2d;i;latin small letter i with tilde below
1e2e;I;latin capital letter i with diaeresis and acute
1e2f;i;latin small letter i with diaeresis and acute
1e30;K;latin capital letter k with acute
1e31;k;latin small letter k with acute
1e32;K;latin capital letter k with dot below
1e33;k;latin small letter k with dot below
1e34;K;latin capital letter k with line below
1e35;k;latin small letter k with line below
1e36;L;latin capital letter l with dot below
1e37;l;latin small letter l with dot below
1e38;L;latin capital letter l with dot below and macron
1e39;l;latin small letter l with dot below and macron
1e3a;L;latin capital letter l with line below
1e3b;l;latin small letter l with line below
1e3c;L;latin capital letter l with circumflex below
1e3d;l;latin small letter l with circumflex below
1e3e;M;latin capital letter m with acute
1e3f;m;latin small letter m with acute
1e40;M;latin capital letter m with dot above
1e41;m;latin small letter m with dot above
1e42;M;latin capital letter m with dot below
1e43;m;latin small letter m with dot below
1e44;N;latin capital letter n with dot above
1e45;n;latin small letter n with dot above
1e46;N;latin capital letter n with dot below
1e47;n;latin small letter n with dot below
1e48;N;latin capital letter n with line below
1e49;n;latin small letter n with line below
1e4a;N;latin capital letter n with circumflex below
1e4b;n;latin small letter n with circumflex below
1e4c;O;latin capital letter o with tilde and acute
1e4d;o;latin small letter o with tilde and acute
1e4e;O;latin capital letter o with tilde and diaeresis
1e4f;o;latin small letter o with tilde and diaeresis
1e50;O;latin capital letter o with macron and grave
1e51;o;latin small letter o with macron and grave
1e52;O;latin capital letter o with macron and acute
1e53;o;latin small letter o with macron and acute
1e54;P;latin capital letter p with acute
1e55;p;latin small letter p with acute
1e56;P;latin capital letter p with dot above
1e57;p;latin small letter p with dot above
1e58;R;latin capital letter r with dot above
